cycle,Q_charge_Ah,Q_dis_Ah,coul_eff,energy_eff,Tmax_C,Vmin_V,Vmax_V,Q_model_Ah,R_model_ohm,condition
52,3.9472222222222224,3.933333333333333,0.996481351161154,1.1293726998726554,26.046632961100606,2.853996046919437,4.332842730520252,4.915694081381893,0.0209338698623019,baseline_25C_1C
53,3.9472222222222224,3.933333333333333,0.996481351161154,1.1294074181399232,26.04729518027085,2.8539424255434924,4.333259035588958,4.914262883884931,0.020947115011695622,baseline_25C_1C
54,3.9444444444444446,3.9305555555555554,0.9964788732394365,1.1294265277828706,26.04757385769205,2.8539335485093065,4.332923254723232,4.912108056334353,0.020952695665913828,baseline_25C_1C
55,3.9444444444444446,3.9305555555555554,0.9964788732394365,1.129483601038594,26.0484910256886,2.853842680714403,4.333038623379103,4.912004285638633,0.02097104009267211,baseline_25C_1C
56,3.9444444444444446,3.9305555555555554,0.9964788732394365,1.129543909434992,26.049510277441037,2.85374758289922,4.333330195121338,4.911226199764281,0.02099142631328929,baseline_25C_1C
57,3.9444444444444446,3.9305555555555554,0.9964788732394365,1.129603964487078,26.050572860208526,2.8536537270805846,4.333780419274371,4.909820007783856,0.02101267920460917,baseline_25C_1C
58,3.941666666666667,3.9277777777777776,0.996476391825229,1.1296753775300823,26.0516622744209,2.8535615643775913,4.333463540189959,4.907918068534954,0.021034475604160337,baseline_25C_1C
59,3.941666666666667,3.9277777777777776,0.996476391825229,1.1297220876932275,26.052499712286693,2.8534886609638286,4.333847780790459,4.906689941019172,0.021051225341016198,baseline_25C_1C
60,3.938888888888889,3.925,0.9964739069111423,1.1298378122463504,26.05422251203358,2.853325015074162,4.333367114535177,4.905706186908091,0.02108569025439711,baseline_25C_1C
61,3.938888888888889,3.925,0.9964739069111423,1.129886852466496,26.055075320767795,2.853248045471143,4.333683049144376,4.904763621509697,0.02110274743218515,baseline_25C_1C
62,3.938888888888889,3.925,0.9964739069111423,1.1299490273864152,26.05618856845697,2.8531511555451243,4.3341943114019195,4.9031332485212955,0.021125013695409773,baseline_25C_1C
63,3.936111111111111,3.922222222222222,0.9964714184897672,1.1299924300434399,26.05685654175417,2.853103958684905,4.333911002448703,4.900920694984649,0.021138380906426144,baseline_25C_1C
64,3.936111111111111,3.922222222222222,0.9964714184897672,1.1300419237802597,26.057694403421955,2.853025888929745,4.334153093187972,4.900271324545877,0.021155139130822006,baseline_25C_1C
65,3.936111111111111,3.922222222222222,0.9964714184897672,1.13007877903892,26.058296674225602,2.8529672498547427,4.334257272838163,4.900085392822768,0.021167185259272765,baseline_25C_1C
66,3.933333333333333,3.9194444444444443,0.9964689265536724,1.1301501503456703,26.05935375611683,2.852874778574014,4.333835350223252,4.898588938234526,0.021188335162393275,baseline_25C_1C
67,3.933333333333333,3.9194444444444443,0.9964689265536724,1.1301996866740678,26.060251751909497,2.8527977019108417,4.334277515080334,4.8971551345751045,0.021206296146360704,baseline_25C_1C
68,3.933333333333333,3.9194444444444443,0.9964689265536724,1.1302411790763998,26.06099282242926,2.8527328662385525,4.334607978867411,4.896108843025203,0.02122111843821646,baseline_25C_1C
69,3.9305555555555554,3.9166666666666665,0.9964664310954063,1.1302729437487162,26.061472137149693,2.8527041562739703,4.334292891803299,4.893945931055367,0.021230712371162513,baseline_25C_1C
70,3.9277777777777776,3.9138888888888888,0.9964639321074965,1.1303462576074204,26.06262092323039,2.852609772934542,4.33407861319982,4.8916423764575105,0.021253696582610816,baseline_25C_1C
71,3.9277777777777776,3.9138888888888888,0.9964639321074965,1.1304167879542064,26.063841646891177,2.8524992477740287,4.334520110626729,4.890344257523333,0.021278112524110493,baseline_25C_1C
72,3.9277777777777776,3.9138888888888888,0.9964639321074965,1.1304869471594292,26.06506879450483,2.8523895282413094,4.335001656771423,4.888885309927803,0.021302656952393813,baseline_25C_1C
73,3.925,3.911111111111111,0.9964614295824487,1.130550857713815,26.06605497460857,2.8523098901142814,4.334728335099241,4.886756178962032,0.02132238891946195,baseline_25C_1C
74,3.925,3.911111111111111,0.9964614295824487,1.1306191964597316,26.067248488352504,2.852202988683309,4.335191171802093,4.885360432913221,0.02134626063793282,baseline_25C_1C
75,3.922222222222222,3.908333333333333,0.9964589235127479,1.130706912568357,26.068501293459782,2.852083717347079,4.334585274870694,4.884678786669183,0.021371325491047848,baseline_25C_1C
76,3.922222222222222,3.908333333333333,0.9964589235127479,1.1307712192539061,26.069651045223086,2.85198357979251,4.335109947260846,4.883018656469662,0.02139432192476129,baseline_25C_1C
77,3.922222222222222,3.908333333333333,0.9964589235127479,1.1308540024881926,26.071046852150015,2.8518533319814545,4.335506864643088,4.881971907569535,0.021422239761024576,baseline_25C_1C
78,3.9194444444444443,3.9055555555555554,0.9964564138908576,1.1309182288500244,26.07202351733306,2.8517730664257215,4.3351866538004815,4.880025016191091,0.021441781552851973,baseline_25C_1C
79,3.9194444444444443,3.9055555555555554,0.9964564138908576,1.1309794513265283,26.073099878972123,2.8516774021572426,4.335624193833006,4.878686796630581,0.021463310102145264,baseline_25C_1C
80,3.9166666666666665,3.9027777777777777,0.9964539007092199,1.1310230853636885,26.073721037088067,2.85162931201589,4.335174102993753,4.877117678430171,0.02147574137704196,baseline_25C_1C
81,3.9166666666666665,3.9027777777777777,0.9964539007092199,1.1311124918596942,26.07530149598999,2.851490002801841,4.335848246664079,4.875030701249283,0.0215073524989831,baseline_25C_1C
82,3.9138888888888888,3.9,0.9964513839602556,1.1311690613605068,26.076130917329756,2.851421522825327,4.33543001663948,4.8734157150430715,0.021523949356618548,baseline_25C_1C
83,3.9138888888888888,3.9,0.9964513839602556,1.131233345751851,26.077248494417876,2.851320906870044,4.335848518468712,4.872173493233024,0.02154630228065355,baseline_25C_1C
84,3.9138888888888888,3.9,0.9964513839602556,1.1313042397923279,26.078449891078964,2.8512094527334826,4.336207478808835,4.8712037774041494,0.021570331699819718,baseline_25C_1C
85,3.911111111111111,3.897222222222222,0.9964488636363636,1.1313536372967596,26.079269067617144,2.8511542102963134,4.3361229503822125,4.868241303690295,0.02158672371777794,baseline_25C_1C
86,3.908333333333333,3.8944444444444444,0.9964463397299218,1.131418293186915,26.080295235776905,2.8510742231905852,4.335946683271793,4.8657293335752305,0.02160725588037708,baseline_25C_1C
87,3.908333333333333,3.8944444444444444,0.9964463397299218,1.131492375491743,26.081519035480582,2.8509572550569833,4.336217832366773,4.865123783412978,0.021631733405101647,baseline_25C_1C
88,3.9055555555555554,3.8916666666666666,0.9964438122332859,1.1315641393399272,26.082535893421085,2.8508639299157443,4.335646958409446,4.864189024386963,0.02165207941672359,baseline_25C_1C
89,3.9055555555555554,3.8916666666666666,0.9964438122332859,1.131614344018265,26.083498931767615,2.850786857783863,4.336271965125032,4.862060446483235,0.02167134139490567,baseline_25C_1C
90,3.9055555555555554,3.8916666666666666,0.9964438122332859,1.1316685836235139,26.084459894663635,2.850702239677334,4.336682954945375,4.860787825145487,0.021690561861466836,baseline_25C_1C
91,3.9027777777777777,3.888888888888889,0.99644128113879,1.1317264860580047,26.08531692761319,2.8506319787796053,4.336290081150238,4.859075493486988,0.021707711241499766,baseline_25C_1C
92,3.9,3.886111111111111,0.9964387464387464,1.1317907968196976,26.086320254117414,2.8505523897460914,4.336055906217587,4.856781515498377,0.021727786733686624,baseline_25C_1C
93,3.9,3.886111111111111,0.9964387464387464,1.1318543766522697,26.087469512135876,2.850453712557315,4.336616562206158,4.85498781688856,0.02175077335575568,baseline_25C_1C
94,3.897222222222222,3.8833333333333333,0.9964362081254455,1.1319328940870113,26.088644243301644,2.8503507449286016,4.336228178939198,4.853382672743078,0.0217742772260059,baseline_25C_1C
95,3.897222222222222,3.8833333333333333,0.9964362081254455,1.1320112355737806,26.089993190186316,2.8502281137601617,4.336698476708394,4.85202877253101,0.02180125788898229,baseline_25C_1C
96,3.897222222222222,3.8833333333333333,0.9964362081254455,1.1320706272354253,26.091064030843704,2.850135870058799,4.337211895518082,4.850393461205676,0.021822676071719026,baseline_25C_1C
97,3.8944444444444444,3.8805555555555555,0.9964336661911555,1.132131249565438,26.09198411884903,2.8500618129358077,4.336891158444112,4.8484144878742175,0.021841086828869333,baseline_25C_1C
98,3.8916666666666666,3.8777777777777778,0.9964311206281228,1.1322102623742076,26.093271348244958,2.8499600117739963,4.336852056262864,4.845455912675427,0.021866840945777677,baseline_25C_1C
99,3.888888888888889,3.875,0.9964285714285714,1.1322834233036716,26.094427808035956,2.8498668519653583,4.33667749643876,4.842985939261634,0.021889979563290134,baseline_25C_1C
100,3.888888888888889,3.875,0.9964285714285714,1.1323599261333277,26.09576302558333,2.8497474519698374,4.337196125521334,4.841435782056106,0.021916685650808752,baseline_25C_1C
101,3.886111111111111,3.8722222222222222,0.9964260185847034,1.1324311202709265,26.09687962930104,2.849657312857413,4.3369900744125225,4.839075656172438,0.021939027165734645,baseline_25C_1C
