cycle,Q_charge_Ah,Q_dis_Ah,coul_eff,energy_eff,Tmax_C,Vmin_V,Vmax_V,Q_model_Ah,R_model_ohm,condition
69,3.827777777777778,3.811111111111111,0.9956458635703918,1.2855915885720135,39.49552647493957,2.6920215734226347,4.477135734246138,4.758349358499585,0.022562643400945673,stress_35C_2C
70,3.8222222222222224,3.8055555555555554,0.9956395348837208,1.285822095320755,39.501646122890115,2.6917921245695173,4.4765378335197665,4.754023214785615,0.0225938855390086,stress_35C_2C
71,3.8222222222222224,3.8055555555555554,0.9956395348837208,1.2861178876578883,39.510913158303,2.691397191449176,4.478031775333379,4.750369717178365,0.022640397044286536,stress_35C_2C
72,3.816666666666667,3.8,0.9956331877729256,1.2863736958139822,39.5175478481945,2.6911315114380683,4.477302811700394,4.746594440272509,0.022674230333058903,stress_35C_2C
73,3.816666666666667,3.8,0.9956331877729256,1.2866214346722635,39.525523105687355,2.6908031819480906,4.478755959435173,4.7428616835497674,0.022714259311485793,stress_35C_2C
74,3.811111111111111,3.7944444444444443,0.9956268221574344,1.286896567893381,39.53231325724231,2.690507379519015,4.477704044309704,4.7402493549795075,0.022748879008348752,stress_35C_2C
75,3.811111111111111,3.7944444444444443,0.9956268221574344,1.2872334489458777,39.542229565621014,2.690051322862038,4.478810545892032,4.7380905192102665,0.02279865158290681,stress_35C_2C
76,3.8055555555555554,3.7888888888888888,0.9956204379562044,1.2875668778815135,39.55091906700094,2.689679286213467,4.47812933267293,4.734496322195741,0.02284281127622438,stress_35C_2C
77,3.8055555555555554,3.7888888888888888,0.9956204379562044,1.2878643022453222,39.56012897857381,2.6892817912351608,4.479536717337787,4.731153800974765,0.022889039360888704,stress_35C_2C
78,3.8,3.783333333333333,0.9956140350877193,1.288171137929765,39.56806527542785,2.688946632167184,4.478799933383312,4.727615548999023,0.02292942520266251,stress_35C_2C
79,3.8,3.783333333333333,0.9956140350877193,1.288447418016329,39.57672301925642,2.6885787151813867,4.4802052151736484,4.724187817762108,0.022972882788658232,stress_35C_2C
80,3.7944444444444443,3.7777777777777777,0.9956076134699854,1.2887193179305332,39.583585451002094,2.688290805271657,4.479313476733779,4.720998436213358,0.023007884905100553,stress_35C_2C
81,3.7944444444444443,3.7777777777777777,0.9956076134699854,1.288954522571731,39.59128196872748,2.6879812410726807,4.480815848887909,4.717064531908878,0.023046518545923628,stress_35C_2C
82,3.7888888888888888,3.772222222222222,0.9956011730205279,1.2893255894641575,39.601003948157064,2.6875594253865125,4.48020341739604,4.713390995540384,0.023095881229294648,stress_35C_2C
83,3.7888888888888888,3.772222222222222,0.9956011730205279,1.2895138613551878,39.6071489004326,2.687311534588256,4.481390708414334,4.710296336601929,0.023126727342341773,stress_35C_2C
84,3.7888888888888888,3.772222222222222,0.9956011730205279,1.2897940809682928,39.615515854175825,2.686934422610844,4.482432419016414,4.708105769077951,0.023168727343228866,stress_35C_2C
85,3.783333333333333,3.7666666666666666,0.9955947136563876,1.290183994026941,39.62510642996222,2.686480625920813,4.481249987895241,4.706403808298822,0.023217438353980487,stress_35C_2C
86,3.783333333333333,3.7666666666666666,0.9955947136563876,1.2905046348116924,39.6346773379349,2.686048135194677,4.482444631781451,4.703891088845031,0.023265483078834182,stress_35C_2C
87,3.783333333333333,3.7666666666666666,0.9955947136563876,1.2907978543622336,39.64379289379631,2.685655955854016,4.483875521330583,4.700471298148536,0.023311241994759466,stress_35C_2C
88,3.7777777777777777,3.761111111111111,0.9955882352941177,1.2911103351190425,39.65205391087684,2.6853153968191608,4.483327964984556,4.696303421366848,0.02335328714528912,stress_35C_2C
89,3.772222222222222,3.7555555555555555,0.9955817378497791,1.2914916753126089,39.66188222437552,2.6848781295551385,4.482589919964557,4.693077037074348,0.02340320625284813,stress_35C_2C
90,3.772222222222222,3.7555555555555555,0.9955817378497791,1.2917391615937552,39.669935668095086,2.684550707464262,4.484134496058528,4.689080491453375,0.02344363550338332,stress_35C_2C
91,3.7666666666666666,3.75,0.995575221238938,1.2920492924883156,39.678174671333856,2.6842147543628845,4.483632976904093,4.684747218555364,0.02348558327954993,stress_35C_2C
92,3.761111111111111,3.7444444444444445,0.9955686853766618,1.2922793731379787,39.68450576181015,2.6839912161712904,4.483277619589185,4.679561226297886,0.02351795867009301,stress_35C_2C
93,3.761111111111111,3.7444444444444445,0.9955686853766618,1.292557472910724,39.69330171150646,2.6836214566690533,4.484781062500705,4.675850053315522,0.023562117604234635,stress_35C_2C
94,3.7555555555555555,3.738888888888889,0.9955621301775148,1.2928549278310344,39.701258851542114,2.683304368437522,4.4843256214430545,4.671295014911909,0.023602663303742097,stress_35C_2C
95,3.7555555555555555,3.738888888888889,0.9955621301775148,1.2931212726816141,39.70972096878618,2.6829507957525043,4.485801662361754,4.667627320372495,0.023645147351197382,stress_35C_2C
96,3.75,3.7333333333333334,0.9955555555555555,1.2933587124218688,39.71540790862648,2.6827104560527473,4.484678545726896,4.664993829821494,0.023674302388165064,stress_35C_2C
97,3.75,3.7333333333333334,0.9955555555555555,1.293595828790772,39.722495989938956,2.6823917318607724,4.485581446991026,4.663083964950966,0.023709888997763964,stress_35C_2C
98,3.75,3.7333333333333334,0.9955555555555555,1.29385648023236,39.730815705332375,2.682046313259816,4.487062960919612,4.659378744371634,0.023751659182193963,stress_35C_2C
99,3.7444444444444445,3.727777777777778,0.9955489614243324,1.2941228732303798,39.73777105397827,2.681771457034937,4.486428409318862,4.655263252206928,0.023787190130739638,stress_35C_2C
100,3.738888888888889,3.7222222222222223,0.9955423476968797,1.2944571590020257,39.74693246485316,2.681407555509922,4.486219408164804,4.650047334037673,0.023833803408221315,stress_35C_2C
101,3.738888888888889,3.7222222222222223,0.9955423476968797,1.2948246538416894,39.757931756601806,2.6809145725304515,4.48764124672466,4.647025918061335,0.02388902959041523,stress_35C_2C
102,3.7333333333333334,3.716666666666667,0.9955357142857143,1.2951476916430145,39.76632051450317,2.680562398143045,4.486991358998317,4.643198985859837,0.023931771372060408,stress_35C_2C
103,3.7333333333333334,3.716666666666667,0.9955357142857143,1.2954402041614312,39.775405532160995,2.680173222086462,4.488428338989715,4.6397972778000725,0.023977387390713888,stress_35C_2C
104,3.727777777777778,3.7111111111111112,0.9955290611028316,1.29577071774595,39.78332619997735,2.679805278133804,4.487175894222114,4.637965766355069,0.0240177864506344,stress_35C_2C
105,3.727777777777778,3.7111111111111112,0.9955290611028316,1.2960201478737055,39.791351692407964,2.6794761423797078,4.488658591165775,4.634226541295156,0.024058083631988764,stress_35C_2C
106,3.7222222222222223,3.7055555555555557,0.9955223880597015,1.2962893972301137,39.798073212344086,2.6791965956776242,4.487754396298975,4.630974536177937,0.024092468868932026,stress_35C_2C
107,3.7222222222222223,3.7055555555555557,0.9955223880597015,1.2965972775943526,39.80730078403372,2.678784444691548,4.488965020119054,4.628387959093634,0.02413880308973873,stress_35C_2C
108,3.716666666666667,3.7,0.9955156950672646,1.2968552377496747,39.814174180825965,2.678525054935011,4.488469623089531,4.623744891325738,0.024173958306320648,stress_35C_2C
109,3.716666666666667,3.7,0.9955156950672646,1.2971113854338143,39.82214849569584,2.6781850349642227,4.489750088180324,4.62070505894269,0.024214000637143178,stress_35C_2C
